Date,Year,ISO Year,Month,Month Label,Week,Week Label,Day,Category,Item,Vendor,Vendor Location,District,Income/Expenses,Amount,Formatted Date,Outlier
2022-10-20,2022,2022,10,October,42,W42,Thursday,Balance Adjustment,Balance Adjustment,Blank,Blank,Blank,Income,200.0,20/10/2022,False
2022-10-12,2022,2022,10,October,41,W41,Wednesday,Cash Withdrawal,Cash Withdrawal,Blank,Blank,Blank,Income,300.0,12/10/2022,False
2022-10-02,2022,2022,10,October,39,W39,Sunday,Cash Withdrawal,Cash Withdrawal,Blank,Blank,Blank,Income,300.0,02/10/2022,False
2022-10-01,2022,2022,10,October,39,W39,Saturday,Balance from Previous Month,September's Balance,Blank,Blank,Blank,Income,59.2,01/10/2022,False
2022-09-30,2022,2022,9,September,39,W39,Friday,Balance Adjustment,Balance Adjustment,Blank,Blank,Blank,Income,200.0,30/09/2022,False
2022-09-18,2022,2022,9,September,37,W37,Sunday,Cash Withdrawal,Cash Withdrawal,Blank,Blank,Blank,Income,300.0,18/09/2022,False
2022-09-08,2022,2022,9,September,36,W36,Thursday,Cash Withdrawal,Cash Withdrawal,Blank,Blank,Blank,Income,300.0,08/09/2022,False
2022-09-01,2022,2022,9,September,35,W35,Thursday,Balance from Previous Month,August's Balance,Blank,Blank,Blank,Income,134.3,01/09/2022,False
2022-08-31,2022,2022,8,August,35,W35,Wednesday,Balance Adjustment,Balance Adjustment,Blank,Blank,Blank,Income,100.0,31/08/2022,False
2022-08-18,2022,2022,8,August,33,W33,Thursday,Cash Withdrawal,Cash Withdrawal,Blank,Blank,Blank,Income,300.0,18/08/2022,False
2022-08-08,2022,2022,8,August,32,W32,Monday,Cash Withdrawal,Cash Withdrawal,Blank,Blank,Blank,Income,300.0,08/08/2022,False
2022-08-01,2022,2022,8,August,31,W31,Monday,Balance from Previous Month,July's Balance,Blank,Blank,Blank,Income,172.4,01/08/2022,False
2023-12-31,2023,2023,12,December,52,W52,Sunday,Balance Adjustment,Balance Adjustment,Blank,Blank,Blank,Income,100.0,31/12/2023,False
2023-12-13,2023,2023,12,December,50,W50,Wednesday,Cash Withdrawal,Cash Withdrawal,Blank,Blank,Blank,Income,300.0,13/12/2023,False
2023-12-04,2023,2023,12,December,49,W49,Monday,Cash Withdrawal,Cash Withdrawal,Blank,Blank,Blank,Income,300.0,04/12/2023,False
2023-12-01,2023,2023,12,December,48,W48,Friday,Balance from Previous Month,November's Balance,Blank,Blank,Blank,Income,102.4,01/12/2023,False
2023-11-30,2023,2023,11,November,48,W48,Thursday,Balance Adjustment,Balance Adjustment,Blank,Blank,Blank,Income,100.0,30/11/2023,False
2023-11-16,2023,2023,11,November,46,W46,Thursday,Cash Withdrawal,Cash Withdrawal,Blank,Blank,Blank,Income,300.0,16/11/2023,False
2023-11-03,2023,2023,11,November,44,W44,Friday,Cash Withdrawal,Cash Withdrawal,Blank,Blank,Blank,Income,300.0,03/11/2023,False
2023-11-01,2023,2023,11,November,44,W44,Wednesday,Balance from Previous Month,October's Balance,Blank,Blank,Blank,Income,71.0,01/11/2023,False
2023-10-31,2023,2023,10,October,44,W44,Tuesday,Balance Adjustment,Balance Adjustment,Blank,Blank,Blank,Income,100.0,31/10/2023,False
2023-10-16,2023,2023,10,October,42,W42,Monday,Cash Withdrawal,Cash Withdrawal,Blank,Blank,Blank,Income,300.0,16/10/2023,False
2023-10-01,2023,2023,10,October,39,W39,Sunday,Cash Withdrawal,Cash Withdrawal,Blank,Blank,Blank,Income,300.0,01/10/2023,False
2023-10-01,2023,2023,10,October,39,W39,Sunday,Balance from Previous Month,September's Balance,Blank,Blank,Blank,Income,188.9,01/10/2023,False
2023-09-16,2023,2023,9,September,37,W37,Saturday,Cash Withdrawal,Cash Withdrawal,Blank,Blank,Blank,Income,300.0,16/09/2023,False
2023-09-09,2023,2023,9,September,36,W36,Saturday,Cash Withdrawal,Cash Withdrawal,Blank,Blank,Blank,Income,300.0,09/09/2023,False
2023-09-01,2023,2023,9,September,35,W35,Friday,Balance from Previous Month,August's Balance,Blank,Blank,Blank,Income,155.9,01/09/2023,False
2023-08-31,2023,2023,8,August,35,W35,Thursday,Balance Adjustment,Balance Adjustment,Blank,Blank,Blank,Income,200.0,31/08/2023,False
2023-08-20,2023,2023,8,August,33,W33,Sunday,Cash Withdrawal,Cash Withdrawal,Blank,Blank,Blank,Income,300.0,20/08/2023,False
2023-08-06,2023,2023,8,August,31,W31,Sunday,Cash Withdrawal,Cash Withdrawal,Blank,Blank,Blank,Income,300.0,06/08/2023,False
2023-08-01,2023,2023,8,August,31,W31,Tuesday,Balance from Previous Month,July's Balance,Blank,Blank,Blank,Income,179.4,01/08/2023,False
